Sample.Name,ID,Continent,Country,Region,Strain,Collection,Latitude,Longitude,Year.of.Collection,Pot.Field,Host,Status_world,Status_ext_eur,Status_recent_ext_eur,fs_level1,fs_level2,fs_level3,fs_level4,fs_level5,fs_level6,fs_level7,fs_level8,anc1,anc2,anc3,anc4,anc5,anc6,anc7,Mating.type
HUMV062231,HUMV062231,Europe,Hungary,Martonvásár,tritici,2022,47.32780556,18.78963889,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.8046,1E-05,1E-05,1E-05,0.19535,1E-05,1E-05,1_1_3
HUMV062309,HUMV062309,Europe,Hungary,Martonvásár,tritici,2023,47.30111111,18.82111111,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.737501,1E-05,1E-05,0.005549,0.252787,1E-05,0.004133,1_1_3
HUMV062323,HUMV062323,Europe,Hungary,Martonvásár,tritici,2023,47.32863889,18.79108333,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.738838,0.008522,1E-05,1E-05,0.238422,1E-05,0.014188,1_2_1
HUMV062344,HUMV062344,Europe,Hungary,Martonvásár,triticale,2023,47.33077778,18.78169444,2023,Field,Triticale,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
HUMV062350,HUMV062350,Europe,Hungary,Martonvásár,tritici,2023,47.31733333,18.77555556,2023,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,SE_Europe,SE_Europe2,0.097058,0.902892,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
HUSZ062201,HUSZ062201,Europe,Hungary,Szar,tritici,2022,47.454871,18.507523,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,SE_Europe,SE_Europe2,0.043278,0.930731,0.002383,1E-05,1E-05,0.013656,0.009932,1_1_3
IEKD072305,IEKD072305,Europe,Ireland,Co. Kildare,tritici,2023,52.99183,-6.98573,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
IEKD072313,IEKD072313,Europe,Ireland,Co. Kildare,tritici,2023,52.99183,-6.98573,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
IELO072305,IELO072305,Europe,Ireland,Co. Louth,tritici,2023,52.99795,-6.40595,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
IELO072310,IELO072310,Europe,Ireland,Co. Louth,tritici,2023,52.99795,-6.40595,2023,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
IEME072202,IEME072202,Europe,Ireland,Dunsany County Meath,tritici,2022,53.5240744,-6.6356433,2022,Field,6n,Included,Included,Included,N_Europe,N_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe,NW_Europe1,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ILIL042201,ILIL042201,Asia,Israel,Rishon Letzion,tritici,2022,31.993333,34.818028,2022,Field,6n,Included,Included,Included,S_Europe_ME,ME,Egypt,Egypt,Egypt,Egypt1,Egypt2,Egypt4,1E-05,1E-05,0.010222,1E-05,1E-05,1E-05,0.989728,1_2_1
ILIL042203,renamed_ILIL042203,Asia,Israel,Rishon Letzion,tritici,2022,31.993333,34.818028,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ILIL042208,ILIL042208,Asia,Israel,Emek haHula,tritici,2022,33.122639,35.603278,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ILIL042214,renamed_ILIL042214,Asia,Israel,Emek haHula,tritici,2022,33.122639,35.603278,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ILIL042215,ILIL042215,Asia,Israel,Agamon haHula,tritici,2022,33.108367,35.577367,2022,Field,6n,Included,Included,Included,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel3,Israel5,1E-05,1E-05,1E-05,0.901924,1E-05,0.000713,0.097322,1_2_1
ILIL042217,ILIL042217,Asia,Israel,Agamon haHula,tritici,2022,33.108367,35.577367,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ILIL042220,renamed_ILIL042220,Asia,Israel,Asdot Yacob,tritici,2022,32.653575,35.57725,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ILIL042224,ILIL042224,Asia,Israel,Asdot Yacob,tritici,2022,32.653575,35.57725,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ILIL042236,renamed_ILIL042236,Asia,Israel,Gesher,tritici,2022,32.617444,35.568944,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ILIL042242,ILIL042242,Asia,Israel,Ramat Zvi,tritici,2022,32.595639,35.399972,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ILIL042248,renamed_ILIL042248,Asia,Israel,Ramat Zvi,tritici,2022,32.595639,35.399972,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ILIL042254,renamed_ILIL042254,Asia,Israel,Ein haRod,tritici,2022,32.572778,35.403583,2022,Field,6n,Included,Included,Included,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,TR_ISR,TR_ISR_admx,TR_ISR,1E-05,1E-05,1E-05,0.691556,1E-05,1E-05,0.308394,1_2_1
ILIL042256,ILIL042256,Asia,Israel,Ein haRod,tritici,2022,32.572778,35.403583,2022,Field,6n,Included,Included,Included,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel3,Israel5,1E-05,1E-05,1.2E-05,0.94915,1E-05,1E-05,0.050798,1_2_1
ILIL042271,ILIL042271,Asia,Israel,Israel Valy,tritici,2022,32.607468,35.251815,2022,Field,6n,Included,Included,Included,S_Europe_ME,ME,Egypt,Egypt,Egypt,Egypt1,Egypt2,Egypt4,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,0.99994,1_1_3
ILIL042279,ILIL042279,Asia,Israel,Israel Valy,tritici,2022,32.607468,35.251815,2022,Field,6n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
ISR_103,SRR2153103,Asia,Israel,Israel: Eastern Galilee,tritici,Before 2022,32.93316667,35.53622222,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel4,Israel4,1E-05,1E-05,1E-05,0.8882,1E-05,0.034679,0.077081,1_1_3
ISR_113,SRR11548171,Asia,Israel,Israel,dicocci,Before 2022,32.93316667,35.53622222,1990,,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ISR_13,SRR11548170,Asia,Israel,Israel,tritici,Before 2022,33.12994444,35.59680556,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel3,Israel6,1E-05,0.096352,1E-05,0.791068,1E-05,1E-05,0.11254,1_1_3
ISR_15,SRR2153100,Asia,Israel,Israel: Northern coastal plane,tritici,Before 2022,32.89702778,35.18033333,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,Israel1,Israel1,Israel2,Israel3,1E-05,0.222858,1E-05,0.429224,0.230819,1E-05,0.117068,1_1_3
ISR_202,SRR11548167,Asia,Israel,Israel,dicocci,Before 2022,32.75980556,35.02355556,2010,,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
ISR_203,SRR11548166,Asia,Israel,Israel,dicocci,Before 2022,32.862,35.55455556,2010,,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
ISR_204,SRR2153105,Asia,Israel,Israel: Northern coastal plane,tritici,Before 2022,32.87427778,35.1305,2010,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,Israel1,Israel1,Israel2,Israel3,1E-05,0.063235,1E-05,0.694086,0.156933,0.007374,0.078351,1_1_3
ISR_205,SRR11548165,Asia,Israel,Israel,tritici,Before 2022,31.74661111,34.68886111,2010,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel3,Israel5,1E-05,0.074413,1E-05,0.711011,0.078805,0.017082,0.118669,1_1_3
ISR_206,SRR11548164,Asia,Israel,Israel,dicocci,Before 2022,31.67475,35.04519444,2010,,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ISR_208,SRR2153106,Asia,Israel,Israel: Emek Bet Shean,tritici,Before 2022,32.50636111,35.41169444,2010,,,Included,Included,Excluded,S_Europe_ME,S_Europe_ME,S_Europe_ME,TUR_RUS,TUR_RUS,TUR_RUS,TUR_RUS,TUR_RUS,0.222551,1E-05,1E-05,1E-05,0.777399,1E-05,1E-05,1_1_3
ISR_210,SRR11548163,Asia,Israel,Israel,dicocci,Before 2022,32.62269444,35.34216667,2010,,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ISR_211,SRR11548162,Asia,Israel,Israel,dicocci,Before 2022,32.45463889,35.42797222,2010,,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
ISR_212,SRR11548161,Asia,Israel,Israel,dicocci,Before 2022,31.92344444,35.02355556,2010,,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_1_3
ISR_214,SRR11548160,Asia,Israel,Israel,tritici,Before 2022,32.93825,35.10575,2010,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,Israel1,Israel1,Israel1,Israel1,1E-05,0.191287,1E-05,0.728749,1E-05,1E-05,0.079924,1_1_3
ISR_215,SRR2153107,Asia,Israel,Israel: Northern coastal plane,tritici,Before 2022,32.47747222,35.02705556,2010,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel4,Israel4,1E-05,1E-05,1E-05,0.9473,1E-05,1E-05,0.05265,1_1_3
ISR_216,SRR11548159,Asia,Israel,Israel,tritici,Before 2022,32.462,35.00427778,2010,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel4,Israel4,1E-05,1E-05,1E-05,0.810067,0.036592,0.01839,0.134922,1_1_3
ISR_217,SRR2153108,Asia,Israel,Israel: Northern coastal plane,tritici,Before 2022,32.76763889,35.09705556,2010,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel3,Israel5,1E-05,1E-05,0.011231,0.812594,1E-05,0.042048,0.134097,1_1_3
ISR_218,SRR11548157,Asia,Israel,Israel,tritici,Before 2022,32.77055556,35.10516667,2010,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel4,Israel4,1E-05,1E-05,1E-05,0.888578,1E-05,0.015533,0.095849,1_1_3
ISR_219,SRR11548156,Asia,Israel,Israel,tritici,Before 2022,31.79544444,34.75063889,2010,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel3,Israel5,1E-05,0.006318,1E-05,0.724882,0.108115,0.030169,0.130496,1_2_1
ISR_30p,SRR11548154,Asia,Israel,Israel,tritici,Before 2022,31.61577778,34.60638889,1991,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel4,Israel4,1E-05,1E-05,1E-05,0.871248,1E-05,0.031356,0.097355,1_2_1
ISR_43,SRR11548151,Asia,Israel,Israel,tritici,Before 2022,31.81330556,34.86102778,1991,,,Included,Included,Excluded,S_Europe_ME,S_Europe_ME,S_Europe_ME,TUR_RUS,TUR_RUS,TUR_RUS,TUR_RUS,TUR_RUS,0.023095,0.052321,1E-05,1E-05,0.9014,1E-05,0.023154,1_2_1
ISR_50,SRR11548150,Asia,Israel,Israel,tritici,Before 2022,31.48066667,34.50744444,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel4,Israel4,1E-05,1E-05,1E-05,0.900931,1E-05,0.003903,0.095126,1_2_1
ISR_52,SRR11548149,Asia,Israel,Israel,tritici,Before 2022,31.419,34.34817,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel4,Israel4,1E-05,1E-05,1E-05,0.885077,1E-05,0.019803,0.095081,1_2_1
ISR_7,SRR2153098,Asia,Israel,Israel: Eastern Galilee,tritici,Before 2022,33.12994444,35.59680556,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,Israel1,Israel1,Israel1,Israel2,1E-05,0.458007,1E-05,0.496079,1E-05,1E-05,0.045874,1_2_1
ISR_70,SRR2153101,Asia,Israel,Israel: Mt. Judea & Planes,tritici,Before 2022,31.41972222,34.49147222,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel4,Israel4,1E-05,1E-05,1E-05,0.822344,1E-05,0.055863,0.121753,1_2_1
ISR_8,SRR2153099,Asia,Israel,Israel: Eastern Galilee,tritici,Before 2022,33.12994444,35.59680556,1990,,,Included,Included,Excluded,S_Europe_ME,S_Europe_ME,S_Europe_ME,TUR_RUS,TUR_RUS,TUR_RUS,TUR_RUS,Turkey8,1E-05,0.12265,1E-05,0.137838,0.683638,1E-05,0.055843,1_2_1
ISR_9,SRR11548145,Asia,Israel,Israel,tritici,Before 2022,33.12994444,35.59680556,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,Israel1,Israel1,Israel1,Israel2,1E-05,0.469425,1E-05,0.496215,1E-05,1E-05,0.03432,1_1_3
ISR_94,SRR11548144,Asia,Israel,Israel,tritici,Before 2022,32.47147222,35.4935,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel4,Israel4,1E-05,1E-05,1E-05,0.9172,1E-05,0.008537,0.074223,1_2_1
ISR_97,SRR2153102,Asia,Israel,Israel: Mt. Judea & Planes,tritici,Before 2022,31.66691667,34.68886111,1990,,,Included,Included,Excluded,S_Europe_ME,ME,TR_ISR,TR_ISR,TR_ISR,Israel2,Israel3,Israel6,1E-05,1E-05,1E-05,0.885953,1E-05,0.011588,0.10242,1_1_3
ISR_KU,SRR11548142,Asia,Israel,Israel,tritici,Before 2022,31.304954,34.523282,2017,,,Included,Included,Included,S_Europe_ME,ME,Egypt,Egypt,Egypt,Egypt1,Egypt2,Egypt4,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,0.99994,1_1_3
ITBA022201,ITBA022201,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ITBA022205,ITBA022205,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ITBA022210,ITBA022210,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ITBA022213,ITBA022213,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ITBA022216,ITBA022216,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ITBA022218,ITBA022218,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ITBA022222,ITBA022222,Europe,Italy,Bari,tritici,2022,41.0438,16.8842,2022,Greenhouse,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ITBA062301,ITBA062301,Europe,Italy,Bari,tritici,2023,41.04361111,16.88472222,2023,Field,,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.999935,1.5E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ITBA062306,ITBA062306,Europe,Italy,Bari,tritici,2023,41.04361111,16.88472222,2023,Field,,Excluded,Excluded,Excluded,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,1_2_1
ITBO052301,ITBO052301,Europe,Italy,Bologna,tritici,2023,44.50823,11.342294,2023,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,IT_GR_admx,Bologna,0.189644,0.497279,1E-05,1E-05,0.302363,1E-05,0.010684,1_2_1
ITBO052302,ITBO052302,Europe,Italy,Bologna,tritici,2023,44.50823,11.342294,2023,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.819861,0.030863,1E-05,1E-05,0.149236,1E-05,1E-05,1_2_1
ITBO062201,ITBO062201,Europe,Italy,Cadriano Bologna,tritici,2022,44.552823,11.410973,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ITBO062202,ITBO062202,Europe,Italy,Cadriano Bologna,tritici,2022,44.552823,11.410973,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,SE_Europe,SE_Europe1,0.162209,0.740608,1E-05,1E-05,0.019644,0.0308,0.046719,1_2_1
ITBO062203,ITBO062203,Europe,Italy,Cadriano Bologna,tritici,2022,44.552823,11.410973,2022,Field,,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,IT_GR_admx,Bologna,0.308423,0.370518,1E-05,1E-05,0.316113,0.004917,1E-05,1_1_3
ITBZ042301,ITBZ042301,Europe,Italy,Bolzano,tritici,2023,46.489333,11.303028,2023,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,IT_GR_admx,IT_GR_admx,0.449938,0.070221,1E-05,1E-05,0.479801,1E-05,1E-05,1_2_1
ITCN042301,ITCN042301,Europe,Italy,Cuneo,tritici,2023,44.372414,7.49504,2023,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,IT_GR_admx,IT_GR_admx,0.425811,0.169645,1E-05,1E-05,0.404504,1E-05,1E-05,1_2_1
ITCN042302,ITCN042302,Europe,Italy,Cuneo,tritici,2023,44.372414,7.49504,2023,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe1,0.867789,1E-05,1E-05,1E-05,0.132161,1E-05,1E-05,1_2_1
ITCN052201,ITCN052201,Europe,Italy,Cuneo,tritici,2022,44.372414,7.49504,2022,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,IT_GR_admx,IT_GR_admx,0.403755,0.182254,1E-05,0.003018,0.410943,1E-05,1E-05,1_2_1
ITCN052204,ITCN052204,Europe,Italy,Cuneo,tritici,2022,44.372414,7.49504,2022,Pot,4n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,E_Europe,E_Europe,E_Europe,0.692833,0.081591,1E-05,1E-05,0.225536,1E-05,1E-05,1_2_1
ITLE042301,ITLE042301,Europe,Italy,Lecce,tritici,2023,39.947494,18.036866,2023,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ITLI042201,ITLI042201,Europe,Italy,Liguria,tritici,2022,43.911406,7.932875,2022,Pot,6n,Included,Included,Included,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe,N_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ITLI052301,ITLI052301,Europe,Italy,Liguria,tritici,2023,43.911252,7.932422,2023,Pot,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,IT_GR_admx,IT_GR_admx,0.476149,0.0557,1E-05,1E-05,0.456684,1E-05,0.011436,1_2_1
ITMA052201,ITMA052201,Europe,Italy,Tolentino (Macerata),tritici,2022,43.233998,13.35464,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ITMA052208,ITMA052208,Europe,Italy,Tolentino (Macerata),tritici,2022,43.233998,13.35464,2022,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,SE_Europe,SE_Europe2,0.002312,0.943475,1E-05,1E-05,1E-05,0.003646,0.050537,1_1_3
ITMA052213,ITMA052213,Europe,Italy,Tolentino (Macerata),tritici,2022,43.232502,13.412216,2022,Field,6n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,S_Italy,S_Italy,1E-05,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
ITSA052301,ITSA052301,Europe,Italy,Sardegna,tritici,2023,39.418623,9.081852,2023,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_ME,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,S_Europe_admx,0.309422,0.690528,1E-05,1E-05,1E-05,1E-05,1E-05,1_2_1
ITSA052302,ITSA052302,Europe,Italy,Sardegna,tritici,2023,39.418623,9.081852,2023,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,SE_Europe,SE_Europe2,1E-05,0.997973,1E-05,1E-05,1E-05,1E-05,0.001977,1_2_1
ITSA052303,ITSA052303,Europe,Italy,Sardegna,tritici,2023,39.418623,9.081852,2023,Field,4n,Included,Included,Included,S_Europe_ME,S_Europe_ME,S_Europe_EG,S_Europe_EG,S_Europe_EG,S_Europe,SE_Europe,SE_Europe1,0.158883,0.841067,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
JIW2,SRR7642215,Europe,United Kingdom,United Kingdom,tritici,Before 2022,NA,NA,,,,Included,Included,Excluded,N_Europe,N_Europe,N_Europe,N_Europe,Europe_NE+old,old_Europe_N,old_Europe2,old_Europe2,0.99994,1E-05,1E-05,1E-05,1E-05,1E-05,1E-05,1_1_3
JPN_2440813_a,SRR11747796,Asia,Japan,Japan,tritici,Before 2022,43.066667,141.5,2019,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.517622,1E-05,1E-05,0.482328,1E-05,1_1_3
JPN_2440813_aii,SRR11747795,Asia,Japan,Japan,tritici,Before 2022,43.066667,141.5,2019,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.514517,1E-05,1E-05,0.485433,1E-05,1_2_1
JPN_CHI_79a,SRR11747798,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.51398,1E-05,1E-05,0.48597,1E-05,1_2_1
JPN_CHI_79b,SRR11747797,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.508587,1E-05,1E-05,0.491363,1E-05,1_2_1
JPN_CHIKARA,SRR11548141,Asia,Japan,Japan,tritici,Before 2022,35.40423,139.550239,2015,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.457296,1E-05,1E-05,0.542654,1E-05,1_2_1
JPN_MEK_13a,SRR11747801,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.503895,1E-05,1E-05,0.496055,1E-05,1_2_1
JPN_MEK_13b,SRR11747800,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.524762,1E-05,1E-05,0.475188,1E-05,1_2_1
JPN_MEK_13c,SRR11747799,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.536476,1E-05,1E-05,0.463474,1E-05,1_2_1
JPN_MEK_2b,SRR11747803,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.519428,1E-05,1E-05,0.480522,1E-05,1_1_3
JPN_MEK_2c,SRR11747802,Asia,Japan,Japan,tritici,Before 2022,42.883333,143.066667,2019,,,Included,Excluded,Excluded,,,,,,,,,1E-05,1E-05,0.518147,1E-05,1E-05,0.481803,1E-05,1_1_3
